name,stars,review_count,price,score,poi,cityname,address
luckin coffee瑞幸咖啡,35,11,,口味:7.4 环境:7.4 服务:7.4,"{""lat"": 121.587743, ""lng"": 31.348156720005917}",上海市,中国（上海）自由贸易试验区马吉路2号高帆大厦一层108室
luckin coffee瑞幸咖啡,35,4,,口味:7.6 环境:7.7 服务:7.7,"{""lat"": 121.509632, ""lng"": 31.308795}",上海市,政立路421号中航天盛广场一层大堂
luckin coffee瑞幸咖啡,35,15,￥19/人,口味:7.2 环境:7.3 服务:7.1,"{""lat"": 121.398894, ""lng"": 31.163949}",上海市,古美路1528号漕河泾现代服务业园区7幢一层101B号
luckin coffee瑞幸咖啡,35,5,,口味:7.3 环境:7.4 服务:7.4,"{""lat"": 121.395785, ""lng"": 31.213276616172735}",上海市,天山支路201号长宁科技大楼一层大堂
luckin coffee瑞幸咖啡,35,10,,口味:7.3 环境:7.4 服务:7.4,"{""lat"": 121.607978, ""lng"": 31.314322}",上海市,外高桥保税区台南西路47号一层
luckin coffee瑞幸咖啡,40,16,￥35/人,口味:7.7 环境:7.8 服务:7.8,"{""lat"": 121.519762, ""lng"": 31.292903}",上海市,黄兴路1888号华美达大酒店一层大堂
luckin coffee瑞幸咖啡,30,10,￥23/人,口味:6.9 环境:7.3 服务:7.2,"{""lat"": 121.355917, ""lng"": 31.224997}",上海市,通协路269号建滔广场4号楼一层135号
瑞幸咖啡,35,4,,口味:7.4 环境:7.3 服务:7.4,"{""lat"": 121.442634, ""lng"": 31.234500236213165}",上海市,昌平路671号
luckin coffee瑞幸咖啡,35,3,,口味:7.3 环境:7.3 服务:7.3,"{""lat"": 121.408735, ""lng"": 31.168753}",上海市,田林路130号田林坊81栋一层大堂
luckin coffee瑞幸咖啡,35,6,,口味:7.4 环境:7.6 服务:7.5,"{""lat"": 121.620745, ""lng"": 31.25706}",上海市,新金桥路1599号东方万国企业中心E5栋一层
luckin coffee瑞幸咖啡,35,12,,口味:7.2 环境:7.5 服务:7.4,"{""lat"": 121.356729, ""lng"": 31.227607}",上海市,福泉北路与通协路交叉口东北200米
luckin coffee瑞幸咖啡,35,2,,口味:7.4 环境:7.7 服务:7.5,"{""lat"": 121.412551, ""lng"": 31.22929001299713}",上海市,凯旋北路1495号奇溢自然店一层大堂
瑞幸咖啡,35,5,,口味:7.4 环境:7.4 服务:7.4,"{""lat"": 121.45478, ""lng"": 31.247207}",上海市,秣陵路228号名品商厦底楼
瑞幸咖啡,30,3,,口味:6.5 环境:6.9 服务:6.7,"{""lat"": 121.457049, ""lng"": 31.242954575349454}",上海市,恒丰路299号
Luckin coffee瑞幸咖啡,35,9,,口味:7.3 环境:7.3 服务:7.3,"{""lat"": 121.44827, ""lng"": 31.29876422831544}",上海市,江场西路88号永鼎大厦一层
luckin coffee 瑞幸咖啡,35,1,,口味:7.2 环境:6.9 服务:7.0,"{""lat"": 121.525701, ""lng"": 31.322057}",上海市,133世界广场
瑞幸咖啡luckincoffee,35,5,,口味:7.3 环境:7.3 服务:7.4,"{""lat"": 121.460192, ""lng"": 31.26483}",上海市,柳营路618号现代商务交通园北楼一层
瑞幸咖啡luckincoffee,35,1,,口味:7.5 环境:7.5 服务:7.5,"{""lat"": 121.356746, ""lng"": 31.159268}",上海市,新镇路1509弄1号九星集团大厦一层T8
瑞幸咖啡,30,2,,口味:6.7 环境:6.7 服务:6.7,"{""lat"": 121.432408, ""lng"": 31.195026047256626}",上海市,广元西路315号
瑞幸咖啡luckincoffee,35,1,,口味:7.2 环境:7.2 服务:7.2,"{""lat"": 121.441976, ""lng"": 31.297245}",上海市,江场西路307号晋润海棠大厦一层
瑞幸咖啡,35,2,,口味:7.4 环境:7.4 服务:7.4,"{""lat"": 121.434989, ""lng"": 31.255639}",上海市,石泉东路148号
luckin coffee瑞幸咖啡,40,38,￥19/人,口味:8.2 环境:7.9 服务:7.9,"{""lat"": 121.466624, ""lng"": 31.267473}",上海市,平型关路126号金赢108创意广场银座一层
luckin coffee瑞幸咖啡,35,10,,口味:7.4 环境:7.3 服务:7.4,"{""lat"": 121.508804, ""lng"": 31.2397}",上海市,浦东南路256号华夏银行大厦一层大堂
luckin coffee瑞幸咖啡,35,8,,口味:7.3 环境:7.4 服务:7.4,"{""lat"": 121.427654, ""lng"": 31.209701}",上海市,延安西路1228弄2号嘉利大厦一层
Luckin coffee 瑞幸咖啡,35,5,,口味:7.3 环境:7.4 服务:7.4,"{""lat"": 121.466116, ""lng"": 31.225631}",上海市,大沽路386号
瑞幸咖啡,0,0,,,"{""lat"": 121.41602, ""lng"": 31.215679}",上海市,长宁路1018号
瑞幸咖啡,0,0,,,"{""lat"": 121.494665, ""lng"": 31.32123912761301}",上海市,殷高路1号
luckin coffee瑞幸咖啡,30,1,,口味:6.8 环境:6.8 服务:6.8,"{""lat"": 121.626503, ""lng"": 31.210785}",上海市,祖冲之路2288号光大安石
瑞幸咖啡,0,0,,,"{""lat"": 121.372141, ""lng"": 31.17673423849052}",上海市,虹井路288号
瑞幸咖啡,0,0,,,"{""lat"": 121.473323, ""lng"": 31.1926}",上海市,龙华东路810号黄浦绿地缤纷城1层
瑞幸咖啡,0,0,,,"{""lat"": 121.415504, ""lng"": 31.197891}",上海市,中山西路1065号2F
瑞幸咖啡,0,0,,,"{""lat"": 121.531043, ""lng"": 31.223038910338897}",上海市,福山路456号
luckin coffee瑞幸咖啡,0,1,,,"{""lat"": 121.380449, ""lng"": 31.222564411695455}",上海市,苏宁·天御国际广场
瑞幸咖啡,0,6,,,"{""lat"": 121.493704, ""lng"": 31.231743}",上海市,中山东二路175号十六铺
luckin coffee瑞幸咖啡,40,52,￥22/人,口味:8.1 环境:8.3 服务:8.4,"{""lat"": 121.462116, ""lng"": 31.227851}",上海市,石门一路213号旺旺大厦大堂一层大堂
Luckin Coffee 瑞幸咖啡,0,1,,,"{""lat"": 121.522068, ""lng"": 31.2155}",上海市,北张家浜路88号C座1楼大堂
luckin coffee瑞幸咖啡,0,1,,,"{""lat"": 121.472951, ""lng"": 31.202172}",上海市,斜土路688号
luckin coffee瑞幸咖啡,0,2,,,"{""lat"": 121.161315, ""lng"": 31.289832087886428}",上海市,曹安公路5616号财富广场恒记冰室边上
瑞幸咖啡,0,1,,,"{""lat"": 121.524615, ""lng"": 31.228609}",上海市,东方路738号一楼
luckin coffee瑞幸咖啡,35,35,￥35/人,口味:7.5 环境:7.7 服务:7.6,"{""lat"": 121.432799, ""lng"": 31.215482714100677}",上海市,江苏路591号华东化工大厦一层
luckin coffee瑞幸咖啡,0,1,,,"{""lat"": 121.457954, ""lng"": 31.244707881616012}",上海市,共和路219号
luckin coffee瑞幸咖啡,0,2,,,"{""lat"": 121.469046, ""lng"": 31.231442}",上海市,南京西路388号仙乐斯广场b1
瑞幸咖啡,0,0,,,"{""lat"": 121.520545, ""lng"": 31.241354}",上海市,昌邑路538号喜士多旁边
luckin coffee瑞幸咖啡,0,2,,,"{""lat"": 121.315885, ""lng"": 31.190418198885368}",上海市,甬虹路78弄2号金臣中心底商
luckin coffee瑞幸咖啡,0,1,,,"{""lat"": 121.393552, ""lng"": 31.180426}",上海市,吴中路756号
瑞幸咖啡,0,0,,,"{""lat"": 121.451304, ""lng"": 31.283205}",上海市,共和新路2750号锦荣国际大酒店商务区一楼
luckin coffee瑞幸咖啡,40,24,￥24/人,口味:7.8 环境:7.7 服务:7.6,"{""lat"": 121.442631, ""lng"": 31.168981}",上海市,龙漕路200弄28号宏润大厦1幢一层102室
luckin coffee瑞幸咖啡,40,21,,口味:7.9 环境:7.8 服务:7.9,"{""lat"": 121.234795, ""lng"": 31.00503887992657}",上海市,松汇中路568号鹿都商业广场A座底商
luckin coffee瑞幸咖啡,35,10,,口味:7.7 环境:7.5 服务:7.6,"{""lat"": 121.373169, ""lng"": 31.233206}",上海市,金沙江路1977弄16号金环商务花园4座一层大堂
luckin coffee瑞幸咖啡,35,14,,口味:7.2 环境:7.3 服务:7.5,"{""lat"": 121.484137, ""lng"": 31.294975}",上海市,广纪路838号中图蓝桥创意园区1幢一层101室
luckin coffee瑞幸咖啡,35,15,￥24/人,口味:7.3 环境:7.3 服务:7.3,"{""lat"": 121.488941, ""lng"": 31.261723}",上海市,溧阳路1111号永融企业中心一层大堂
luckin coffee瑞幸咖啡,40,32,￥22/人,口味:7.9 环境:7.9 服务:8.0,"{""lat"": 120.20437, ""lng"": 30.260317}",杭州市,景昙路9号杭州大厦501城市广场底商
luckin coffee瑞幸咖啡,40,17,,口味:7.8 环境:8.0 服务:7.8,"{""lat"": 120.267247, ""lng"": 30.162247}",杭州市,市心南路106-5号
luckin coffee瑞幸咖啡,40,28,￥20/人,口味:7.8 环境:7.9 服务:8.1,"{""lat"": 120.157788, ""lng"": 30.274777}",杭州市,密渡桥路19号新世纪大厦一层
luckin coffee瑞幸咖啡,40,12,,口味:7.8 环境:7.6 服务:7.8,"{""lat"": 120.305273, ""lng"": 30.404447}",杭州市,南苑街道迎宾路355号永安大厦一层102号
luckin coffee瑞幸咖啡,35,15,,口味:7.6 环境:7.6 服务:7.6,"{""lat"": 120.177073, ""lng"": 30.327363}",杭州市,石祥路126号一层
luckin coffee瑞幸咖啡,40,11,,口味:7.6 环境:7.8 服务:7.9,"{""lat"": 120.25271, ""lng"": 30.179549}",杭州市,金鸡路357号-4蓝爵国际底商
瑞幸咖啡,0,0,,,"{""lat"": 121.431994, ""lng"": 31.180924}",上海市,江场西路88号永鼎大厦一层
luckin coffee瑞幸咖啡,40,30,￥24/人,口味:7.7 环境:8.1 服务:8.0,"{""lat"": 120.207098, ""lng"": 30.259629829748896}",杭州市,新塘路29-31号庆春广场乐购超市一层L1007号
luckin coffee瑞幸咖啡,35,10,,口味:7.4 环境:7.6 服务:7.5,"{""lat"": 120.313966, ""lng"": 30.301053}",杭州市,经济技术开发区下沙街道七格路459号一层113室
luckin coffee瑞幸咖啡,35,14,,口味:7.6 环境:7.8 服务:7.9,"{""lat"": 120.302562, ""lng"": 30.401706}",杭州市,南苑街道22号临平西子国际一层
luckin coffee瑞幸咖啡,40,12,,口味:7.7 环境:7.7 服务:7.6,"{""lat"": 120.165392, ""lng"": 30.30127}",杭州市,绍兴路398号国投大厦一层大堂
瑞幸咖啡 ,0,5,,,"{""lat"": 121.476021, ""lng"": 31.222689}",上海市,嵩山路79号
luckin coffee瑞幸咖啡,40,16,,口味:7.9 环境:8.0 服务:8.1,"{""lat"": 120.167431, ""lng"": 30.27034806913804}",杭州市,体育场路288-290号建银中心二层
luckin coffee瑞幸咖啡,40,11,,口味:7.6 环境:7.8 服务:7.8,"{""lat"": 120.079122, ""lng"": 30.148919}",杭州市,龙田街17号象山大厦1号楼2单元一层底商
luckin coffee瑞幸咖啡,40,23,,口味:7.9 环境:8.0 服务:8.1,"{""lat"": 120.136474, ""lng"": 30.290775}",杭州市,文一路122-6号金都城市芯宇一层
luckin coffee瑞幸咖啡,35,12,,口味:7.4 环境:7.5 服务:7.6,"{""lat"": 120.095516, ""lng"": 30.309926}",杭州市,古墩路707号城市发展大厦负一层
luckin coffee瑞幸咖啡,35,7,,口味:7.5 环境:7.7 服务:7.7,"{""lat"": 120.051295, ""lng"": 30.23952336378205}",杭州市,留下街道荆山岭路2号汇峰国际商务中心3号楼A座一层A106室
luckin coffee瑞幸咖啡,35,6,,口味:7.4 环境:7.4 服务:7.4,"{""lat"": 120.10848, ""lng"": 30.293300832817614}",杭州市,余杭塘路517号矩阵国际一层
luckin coffee瑞幸咖啡,40,13,,口味:7.7 环境:7.6 服务:7.8,"{""lat"": 120.187556, ""lng"": 30.196567}",杭州市,江南大道1088号中南国际商城第六空间现代馆一层
luckin coffee瑞幸咖啡,40,16,,口味:7.7 环境:7.9 服务:7.9,"{""lat"": 120.157485, ""lng"": 30.296459}",杭州市,假山路8号新青年广场底商
luckin coffee瑞幸咖啡,35,10,,口味:7.5 环境:7.5 服务:7.5,"{""lat"": 121.427915, ""lng"": 31.194555}",上海市,番禺路1028号数娱大厦一层103室
luckin coffee瑞幸咖啡,35,6,,口味:7.3 环境:7.3 服务:7.4,"{""lat"": 120.139488, ""lng"": 30.268937}",杭州市,杭大路9号聚龙大厦2楼
luckin coffee瑞幸咖啡,35,9,,口味:7.3 环境:7.4 服务:7.3,"{""lat"": 120.194628, ""lng"": 30.263124}",杭州市,凤起东路55号101室-1绿地生鲜超市一层
瑞幸咖啡,35,4,,口味:7.2 环境:7.2 服务:7.5,"{""lat"": 120.165088, ""lng"": 30.185373}",杭州市,江南大道3672号
luckin coffee瑞幸咖啡,35,10,￥22/人,口味:7.5 环境:7.6 服务:7.6,"{""lat"": 120.15443, ""lng"": 30.27952929399724}",杭州市,湖墅南路111号锦江大厦一层102号
luckin coffee瑞幸咖啡,35,4,,口味:7.3 环境:7.3 服务:7.3,"{""lat"": 120.144334, ""lng"": 30.30668224058736}",杭州市,金华南路351号远洋国际金座一层104室
luckin coffee瑞幸咖啡,40,19,￥19/人,口味:7.8 环境:7.7 服务:7.7,"{""lat"": 120.121319, ""lng"": 30.278714}",杭州市,华星路99号东软创业大厦一层A106室
luckin coffee瑞幸咖啡,35,2,,口味:7.4 环境:7.4 服务:7.4,"{""lat"": 120.215175, ""lng"": 30.297852}",杭州市,花园兜街177号恒祺商务中心2幢智谷国际人才大厦一层111、112号
luckin coffee瑞幸咖啡,35,11,,口味:7.5 环境:7.4 服务:7.5,"{""lat"": 120.322819, ""lng"": 30.298076}",杭州市,下沙南路425号中豪七格商业中心3幢一层127室
luckin coffee瑞幸咖啡,35,3,,口味:7.2 环境:7.4 服务:7.5,"{""lat"": 120.212871, ""lng"": 30.251311}",杭州市,钱江路1288号平安金融中心3幢一层104号
luckin coffee瑞幸咖啡,35,2,,口味:7.2 环境:7.2 服务:7.2,"{""lat"": 120.012733, ""lng"": 30.277088}",杭州市,文一西路1001号衢海大厦1幢一层104-1室
luckin coffee瑞幸咖啡,35,2,,口味:7.4 环境:7.4 服务:7.4,"{""lat"": 120.11312, ""lng"": 30.324942}",杭州市,石祥路688号运河汽车互联网产业园五层
luckin coffee瑞幸咖啡,35,6,,口味:7.2 环境:7.4 服务:7.4,"{""lat"": 120.068351, ""lng"": 30.32886257234828}",杭州市,三墩镇池华街332号丰盛九玺天城9号楼一层104室
Luckin coffee瑞幸咖啡,0,1,,,"{""lat"": 120.251062, ""lng"": 30.318215660271857}",杭州市,东谷创业园3幢一层
瑞幸咖啡luckin coffee,0,0,,,"{""lat"": 120.358489, ""lng"": 30.320522}",杭州市,学源街258号中国计量大学方圆2楼
瑞幸咖啡luckincoffee,0,1,,,"{""lat"": 120.087982, ""lng"": 30.280269}",杭州市,文二西路669号西溪智慧大厦一层118室
luckin coffee瑞幸咖啡,0,0,,,"{""lat"": 120.362971, ""lng"": 30.297983}",杭州市,10号大街300-11号东方科技城3幢一层大堂
luckin coffee瑞幸咖啡,0,0,,,"{""lat"": 120.206951, ""lng"": 30.20896218116722}",杭州市,长河街道滨盛路1766号星光城商业物业一层101室
瑞幸咖啡luckincoffee,0,0,,,"{""lat"": 120.063475, ""lng"": 30.307911}",杭州市,西园八路3号紫金众创小镇E2幢一层大堂
luckin coffee瑞幸咖啡,35,1,,口味:7.4 环境:7.4 服务:7.4,"{""lat"": 120.069085, ""lng"": 30.322609}",杭州市,三墩镇灯彩街561号创美华彩中心9幢一层102室
luckin coffee瑞幸咖啡,35,7,,口味:7.3 环境:7.5 服务:7.6,"{""lat"": 120.221343, ""lng"": 30.205839}",杭州市,月明路560号正泰大厦1号楼一层大堂
luckin coffee瑞幸咖啡,0,0,,,"{""lat"": 119.988473, ""lng"": 30.275473}",杭州市,文一西路1328号杭师大科技园E座1楼
瑞幸咖啡,35,1,,口味:7.1 环境:7.4 服务:7.4,"{""lat"": 120.137057, ""lng"": 30.271658}",杭州市,天目山路教工路口金都宾馆1楼
瑞幸咖啡luckincoffee,0,0,,,"{""lat"": 119.990304, ""lng"": 30.275151}",杭州市,文一西路1338号海创大厦A座一层120室
luckin coffee瑞幸咖啡,35,8,,口味:7.6 环境:7.6 服务:7.7,"{""lat"": 120.175011, ""lng"": 30.250083}",杭州市,解放路131号西湖金座大酒店底商
luckin coffee瑞幸咖啡,35,1,,口味:7.1 环境:7.1 服务:7.1,"{""lat"": 120.122276, ""lng"": 30.276227}",杭州市,文三路553号浙江中小企业大厦一层108室
luckin coffee瑞幸咖啡,40,26,￥20/人,口味:7.9 环境:8.1 服务:8.3,"{""lat"": 113.327013, ""lng"": 23.119987}",广州市,珠江东路16号高德置地冬广场二层249号
luckin coffee瑞幸咖啡,0,0,,,"{""lat"": 120.173272, ""lng"": 30.177988}",杭州市,南环路2930号泰林大厦3幢一层大堂
luckin coffee瑞幸咖啡,40,8,,口味:7.7 环境:7.7 服务:7.7,"{""lat"": 113.31457, ""lng"": 23.1269}",广州市,广州大道中307号富力东山新天地大厦一层110房自编3号
luckin coffee瑞幸咖啡,40,41,￥19/人,口味:7.8 环境:8.0 服务:8.1,"{""lat"": 113.23309, ""lng"": 23.07892}",广州市,花地大道中路66号荔胜广场二层12号
luckin coffee瑞幸咖啡,35,2,,口味:7.0 环境:7.2 服务:7.4,"{""lat"": 113.341828, ""lng"": 22.937913}",广州市,禺山西路329号海伦堡创意园4座1栋一层大堂
luckin coffee瑞幸咖啡,40,88,￥23/人,口味:7.7 环境:7.9 服务:8.1,"{""lat"": 113.284874, ""lng"": 23.134398}",广州市,建设六马路33号宜安广场一层大堂
luckin coffee瑞幸咖啡,35,21,￥26/人,口味:7.6 环境:7.6 服务:7.7,"{""lat"": 113.282464, ""lng"": 23.138302}",广州市,环市东路339号101广东国际大厦主楼一层大堂
luckin coffee瑞幸咖啡,40,15,,口味:7.9 环境:7.5 服务:8.0,"{""lat"": 113.289328, ""lng"": 23.2276}",广州市,康庄路2号龙禧广场A栋一层104 、107室
luckin coffee瑞幸咖啡,35,7,,口味:7.4 环境:7.4 服务:7.5,"{""lat"": 113.311567, ""lng"": 23.142782}",广州市,水荫路119号星光映景大堂
luckin coffee瑞幸咖啡,30,1,,口味:6.8 环境:6.8 服务:6.8,"{""lat"": 113.530095, ""lng"": 22.80224023112583}",广州市,望江二街4号银华大厦一层大堂
luckin coffee瑞幸咖啡,35,10,,口味:7.5 环境:7.5 服务:7.2,"{""lat"": 113.345489, ""lng"": 23.141894}",广州市,天河北路717号曜一城广场一层
luckin coffee瑞幸咖啡,35,15,,口味:6.9 环境:7.2 服务:7.2,"{""lat"": 113.342391, ""lng"": 23.118811}",广州市,马场路庆亿街3号珠光新城国际中心A座一层
luckin coffee瑞幸咖啡,35,1,,口味:7.4 环境:7.1 服务:7.4,"{""lat"": 120.177411, ""lng"": 30.29064640999511}",杭州市,东新路155号世纪联华和平广场购物城一层07号
luckin coffee瑞幸咖啡,40,22,￥12/人,口味:7.7 环境:7.6 服务:7.7,"{""lat"": 113.336899, ""lng"": 23.134209}",广州市,岗顶龙口西路3号保利中辰广场一层104房
瑞幸咖啡,0,0,,,"{""lat"": 120.124347, ""lng"": 30.346389}",杭州市,金昌路2005号120-1
luckin coffee瑞幸咖啡,35,11,,口味:7.4 环境:7.4 服务:7.5,"{""lat"": 113.342276, ""lng"": 23.142018}",广州市,天河北路689号光大银行大厦一层2号
luckin coffee瑞幸咖啡,40,9,,口味:7.7 环境:7.6 服务:7.6,"{""lat"": 113.26243, ""lng"": 23.07799}",广州市,南边路38号保利智能网联产业园8号一层102室
luckin coffee瑞幸咖啡,35,14,￥22/人,口味:7.5 环境:7.6 服务:7.7,"{""lat"": 113.300266, ""lng"": 23.228294}",广州市,集贤路集安街自编3号凯云商务中心一层111号
luckin coffee瑞幸咖啡,35,18,,口味:7.4 环境:7.2 服务:7.5,"{""lat"": 113.365144, ""lng"": 23.01617}",广州市,兴南大道445号合诚大厦一层110号
luckin coffee瑞幸咖啡,40,14,,口味:7.6 环境:7.8 服务:7.7,"{""lat"": 113.237602, ""lng"": 23.183898}",广州市,石槎路聚源街50号世纪骏汇大厦一层105室
luckin coffee瑞幸咖啡,35,11,,口味:7.0 环境:7.1 服务:6.9,"{""lat"": 113.38028, ""lng"": 23.103142}",广州市,琶洲新马路12号
luckin coffee瑞幸咖啡,35,20,￥13/人,口味:7.5 环境:7.5 服务:7.6,"{""lat"": 113.250813, ""lng"": 23.132759}",广州市,东风西路148号汇丰大厦一层A02
luckin coffee瑞幸咖啡,35,5,,口味:7.6 环境:7.6 服务:7.5,"{""lat"": 113.297533, ""lng"": 23.21955}",广州市,白云大道北路770号汇金广场A座底商
luckin coffee瑞幸咖啡,35,17,,口味:7.4 环境:7.4 服务:7.5,"{""lat"": 113.274713, ""lng"": 23.130533}",广州市,豪贤路102号汇德大厦一层大堂
luckin coffee瑞幸咖啡,35,12,,口味:7.4 环境:7.4 服务:7.4,"{""lat"": 113.327517, ""lng"": 23.15743}",广州市,粤垦路619号力达广场A1栋一层
luckin coffee瑞幸咖啡,35,17,,口味:7.5 环境:7.5 服务:7.6,"{""lat"": 113.259888, ""lng"": 23.13262}",广州市,东风西路233-235号千树盘福大厦一层大堂
luckin coffee瑞幸咖啡,35,1,,口味:7.1 环境:7.1 服务:7.1,"{""lat"": 113.315914, ""lng"": 23.138658}",广州市,广州大道中988号圣丰广场北塔一层109自编01号
luckin coffee瑞幸咖啡,35,21,￥28/人,口味:7.1 环境:7.3 服务:7.4,"{""lat"": 113.327764, ""lng"": 23.098746}",广州市,艺泓路1号泓景花园B区一层
luckin coffee瑞幸咖啡,35,13,,口味:7.4 环境:7.5 服务:7.5,"{""lat"": 113.325611, ""lng"": 23.157637}",广州市,红英街12号
luckin coffee瑞幸咖啡,35,22,,口味:7.7 环境:7.4 服务:7.7,"{""lat"": 113.325504, ""lng"": 23.196478}",广州市,广州大道北同和大街1号金铂广场一层109号
luckin coffee瑞幸咖啡,35,5,,口味:7.3 环境:7.2 服务:7.3,"{""lat"": 120.063248, ""lng"": 30.305831}",杭州市,西园一路18号浙大网新软件园A座一层103号
luckin coffee瑞幸咖啡,35,4,,口味:7.5 环境:7.2 服务:7.5,"{""lat"": 113.267421, ""lng"": 23.212655}",广州市,鹤龙路街鹤龙一路88号海峡两岸信息产业科技园一层B区B106室
luckin coffee瑞幸咖啡,35,11,,口味:7.5 环境:7.3 服务:7.6,"{""lat"": 113.317146, ""lng"": 23.118253}",广州市,华利路25号都江珠荟之三一层102A
luckin coffee瑞幸咖啡,35,21,,口味:7.5 环境:7.6 服务:7.6,"{""lat"": 113.3247, ""lng"": 23.12617}",广州市,黄埔大道西74号花城广场花城汇北区B区负一层自编A3号
luckin coffee瑞幸咖啡,35,13,,口味:7.4 环境:7.4 服务:7.4,"{""lat"": 113.321695, ""lng"": 23.141713}",广州市,天河北路179号尚层国际商务写字楼一层
luckin coffee瑞幸咖啡,35,13,,口味:7.5 环境:7.5 服务:7.5,"{""lat"": 113.325968, ""lng"": 23.121758}",广州市,珠江东路421号珠江投资大厦一层大堂
luckin coffee瑞幸咖啡,35,19,￥20/人,口味:7.6 环境:7.4 服务:7.7,"{""lat"": 113.238507, ""lng"": 23.070644}",广州市,鹤洞路263号中石化加油站一层大堂
luckin coffee瑞幸咖啡,35,12,,口味:7.3 环境:7.4 服务:7.4,"{""lat"": 113.334546, ""lng"": 23.125728}",广州市,黄埔大道西富力盈泰100号富力广场一层104之二
luckin coffee瑞幸咖啡,35,1,,口味:7.1 环境:7.1 服务:7.1,"{""lat"": 113.419133, ""lng"": 23.16090620968502}",广州市,光宝路7号融达商汇中心一层
luckin coffee瑞幸咖啡,30,2,,口味:6.8 环境:7.3 服务:7.6,"{""lat"": 113.320365, ""lng"": 23.118974}",广州市,华夏路13号南岳大厦一层105、106号
luckin coffee瑞幸咖啡,35,17,,口味:7.5 环境:7.3 服务:7.6,"{""lat"": 113.319251, ""lng"": 23.115671}",广州市,珠江新城华就路12号三银大厦一层大堂
luckin coffee瑞幸咖啡,35,10,,口味:7.4 环境:7.2 服务:7.5,"{""lat"": 113.383592, ""lng"": 23.102848263681075}",广州市,暄悦东街23号保利中悦广场一层大堂
luckin coffee瑞幸咖啡,0,0,,,"{""lat"": 113.344938, ""lng"": 22.978503}",广州市,东环街东艺路139号金山谷意库22栋一层115号
luckin coffee瑞幸咖啡,35,2,,口味:7.3 环境:7.3 服务:7.3,"{""lat"": 113.402846, ""lng"": 23.113183}",广州市,东圃镇宦溪西路6号宦溪工业园自编1栋一层20-6号
luckin coffee瑞幸咖啡,0,0,,,"{""lat"": 113.327901, ""lng"": 23.148915}",广州市,林和东路281号的林和苑商务办公楼一层大堂
瑞幸咖啡,35,1,,口味:7.2 环境:7.2 服务:7.2,"{""lat"": 113.347206, ""lng"": 23.144051}",广州市,长福路汇智商务中心C2铺
luckin coffee瑞幸咖啡,0,0,,,"{""lat"": 113.33623, ""lng"": 23.14374}",广州市,龙口西路359号广建大厦一层102号
luckin coffee瑞幸咖啡,0,0,,,"{""lat"": 113.29216, ""lng"": 23.134713}",广州市,环市东路416号颐和商务酒店一层东海厅单元
瑞幸咖啡,0,1,,,"{""lat"": 113.402092, ""lng"": 23.168599}",广州市,华观路万科云1933号之三C135铺
luckin coffee瑞幸咖啡,0,0,,,"{""lat"": 113.7127, ""lng"": 23.27258}",广州市,康庄路2号雅量科技大厦1楼
瑞幸咖啡,0,0,,,"{""lat"": 113.531914, ""lng"": 23.088941}",广州市,黄埔东路3401号亚钢大厦
luckin coffee瑞幸咖啡,0,0,,,"{""lat"": 113.445136, ""lng"": 23.095111}",广州市,荔香路10号和安堡商务中心一层102室
luckin coffee瑞幸咖啡,35,1,,口味:7.4 环境:7.4 服务:7.4,"{""lat"": 113.270229, ""lng"": 23.17825}",广州市,云城东路567号宏鼎云璟汇6栋一层105号
瑞幸咖啡luckincoffee,0,0,,,"{""lat"": 113.534188, ""lng"": 22.800312}",广州市,海滨路169号成卓世纪中心一层122室
luckin coffee瑞幸咖啡,0,2,,,"{""lat"": 113.32935, ""lng"": 23.143346}",广州市,林乐路39号中旅商务大厦底商
luckin coffee瑞幸咖啡,0,2,,,"{""lat"": 113.331449, ""lng"": 23.12023}",广州市,兴盛路10号217号人生居酒屋旁
luckin coffee瑞幸咖啡,0,0,,,"{""lat"": 113.327151, ""lng"": 23.128344}",广州市,体育西横街192号
luckin coffee瑞幸咖啡,35,16,￥20/人,口味:7.3 环境:7.5 服务:7.6,"{""lat"": 113.936871, ""lng"": 22.523962}",深圳市,高新南九道10号深圳湾科技生态园三区10栋B座裙楼一层37号
luckin coffee瑞幸咖啡,35,5,,口味:7.3 环境:7.3 服务:7.1,"{""lat"": 113.940939, ""lng"": 22.526382}",深圳市,科苑路粤兴六道6号中科纳能大厦A区一层103号
luckin coffee瑞幸咖啡,35,7,,口味:7.3 环境:7.4 服务:7.4,"{""lat"": 113.94189, ""lng"": 22.530351194708786}",深圳市,南海大道3688号深圳大学南校区男生公寓秋瑟底商
luckin coffee瑞幸咖啡,35,8,,口味:7.5 环境:7.1 服务:7.1,"{""lat"": 114.013766, ""lng"": 22.535811}",深圳市,竹子林七路2号
luckin coffee瑞幸咖啡,35,17,,口味:7.5 环境:7.1 服务:7.5,"{""lat"": 113.269726, ""lng"": 23.128387}",广州市,仓边路瑞安广州中心大厦一层大堂
luckin coffee瑞幸咖啡,40,11,,口味:7.6 环境:7.7 服务:7.7,"{""lat"": 114.117423, ""lng"": 22.536625}",深圳市,建设路1072号东方广场一层101-11号
luckin coffee瑞幸咖啡,35,5,,口味:7.6 环境:7.6 服务:7.6,"{""lat"": 114.047926, ""lng"": 22.553429}",深圳市,莲花路2005号
